사업장명,사업장도로명상세주소,법정동주소광역시도코드,법정동주소광역시시군구코드,법정동주소광역시시군구읍면동코드,사업장업종코드,사업장업종코드명,가입자수,당월고지금액,신규취득자수,상실가입자수
(주)원스,울산광역시 중구 성안로,31,110,109,722000,응용 소프트웨어 개발 및 공급업,4,1166660,0,0
지엑스씨(주),제주특별자치도 제주시 중앙로,50,110,104,722000,응용 소프트웨어 개발 및 공급업,14,5485100,0,2
주식회사 세나클,서울특별시 강남구 역삼로,11,680,101,722000,응용 소프트웨어 개발 및 공급업,42,17839820,0,1
주식회사코레이즈홀딩스,서울특별시 성동구 연무장5길,11,200,115,721000,컴퓨터 시스템 통합 자문 및 구축 서비스업,30,7306740,0,0
(주)제이에스컨설팅,경기도 용인시 기흥구 흥덕1로,41,463,111,722000,응용 소프트웨어 개발 및 공급업,6,1727360,0,0
주식회사콜리,서울특별시 강남구 논현로,11,680,108,722000,응용 소프트웨어 개발 및 공급업,44,17495940,2,2
주식회사 호두랩스,서울특별시 광진구 천호대로,11,215,101,722000,응용 소프트웨어 개발 및 공급업,23,8316380,1,1
(주)85모터스,충청북도 청주시 청원구 오창읍 중심상업2로,43,114,253,721000,컴퓨터 시스템 통합 자문 및 구축 서비스업,4,992680,0,0
(주)아트앤하트코리아,서울특별시 송파구 올림픽로32길,11,710,111,722000,응용 소프트웨어 개발 및 공급업,4,962160,0,0
주식회사알에프투디지털,경기도 성남시 중원구 양현로405번길,41,133,106,722000,응용 소프트웨어 개발 및 공급업,20,8595260,0,0
주식회사이안시스템,서울특별시 송파구 법원로,11,710,108,721000,컴퓨터 시스템 통합 자문 및 구축 서비스업,13,3211780,1,1
에퀴닉스코리아 유한회사,경기도 고양시 덕양구 향동로,41,281,132,729000,기타 정보 기술 및 컴퓨터 운영 관련 서비스업,68,28218380,0,1
주식회사나래씨엔디,대구광역시 동구 율하동로21길,27,140,118,722000,응용 소프트웨어 개발 및 공급업,3,703160,0,0
(주)네오데이즈코리아,경상북도 경산시 대학로12길,47,290,111,722000,응용 소프트웨어 개발 및 공급업,4,1048480,0,0
(주)온고소프트,서울특별시 종로구 종로,11,110,126,722000,응용 소프트웨어 개발 및 공급업,5,953420,0,0
엘엠아이테크놀로지스유한회사,경기도 수원시 영통구 삼성로,41,117,101,722000,응용 소프트웨어 개발 및 공급업,4,2221200,0,0
주식회사터치짐,인천광역시 동구 방축로83번길,28,140,107,722000,응용 소프트웨어 개발 및 공급업,8,1329360,0,0
브라더스비주식회사,서울특별시 관악구 양녕로,11,620,101,722000,응용 소프트웨어 개발 및 공급업,32,7997460,1,0
주식회사 프록시마디엑스,서울특별시 강남구 삼성로103길,11,680,105,722000,응용 소프트웨어 개발 및 공급업,4,1490920,1,0
(주)휴런,서울특별시 영등포구 영등포로,11,560,111,722000,응용 소프트웨어 개발 및 공급업,50,19738060,1,5
(주)모아크,경기도 용인시 수지구 용구대로2771번길,41,465,103,723000,자료 처리업,5,1336040,0,0
(주)타임리,대구광역시 수성구 알파시티1로,27,260,127,722000,응용 소프트웨어 개발 및 공급업,8,2435120,0,0
주식회사에이원트,서울특별시 금천구 가산디지털1로,11,545,101,722000,응용 소프트웨어 개발 및 공급업,12,3026840,0,0
(주)로우핸드,서울특별시 성동구 성수일로4길,11,200,115,722000,응용 소프트웨어 개발 및 공급업,14,3889120,0,0
베큠유한회사,서울특별시 강남구 테헤란로,11,680,101,722000,응용 소프트웨어 개발 및 공급업,7,3637420,0,0
주식회사모노소프트,경기도 용인시 기흥구 기흥로,41,463,102,722000,응용 소프트웨어 개발 및 공급업,13,2005620,0,1
주식회사 파이브센스,서울특별시 금천구 가산디지털1로,11,545,101,721000,컴퓨터 시스템 통합 자문 및 구축 서비스업,19,4811000,0,0
주식회사스콘,인천광역시 부평구 평천로255번길,28,237,104,722000,응용 소프트웨어 개발 및 공급업,21,5889660,0,0
유엔브이코리아 유한책임회사,서울특별시 구로구 디지털로30길,11,530,102,722000,응용 소프트웨어 개발 및 공급업,12,4170280,1,0
주식회사 하이퍼컨버전스,서울특별시 강서구 화곡로68길,11,500,102,722000,응용 소프트웨어 개발 및 공급업,4,1375720,0,0
(주)깨비키즈,부산광역시 해운대구 센텀중앙로,26,350,104,722000,응용 소프트웨어 개발 및 공급업,11,3988840,0,0
애드스타트주식회사,서울특별시 강서구 마곡중앙6로,11,500,105,722000,응용 소프트웨어 개발 및 공급업,4,1514060,0,0
에스엔에스이서비스주식회사,서울특별시 성동구 상원1길,11,200,114,722000,응용 소프트웨어 개발 및 공급업,17,3763560,1,2
주식회사인캣,서울특별시 강서구 공항대로,11,500,105,722000,응용 소프트웨어 개발 및 공급업,4,1174680,0,0
주식회사 제이어스,대전광역시 중구 중앙로,30,140,102,722000,응용 소프트웨어 개발 및 공급업,4,834300,0,1
(주)에듀솔루션플러스,서울특별시 강서구 강서로,11,500,106,722000,응용 소프트웨어 개발 및 공급업,3,440440,0,0
(주)브이원정보통신,서울특별시 성동구 연무장5가길,11,200,115,722000,응용 소프트웨어 개발 및 공급업,7,2126480,0,0
주식회사 엘캠퍼스,서울특별시 금천구 가산디지털1로,11,545,101,722000,응용 소프트웨어 개발 및 공급업,19,4259280,3,1
주식회사 스텔라컴퍼니(Stella Company Inc.),경기도 용인시 수지구 수지로342번길,41,465,101,722000,응용 소프트웨어 개발 및 공급업,5,1304700,0,0
주식회사코디웍스(CodiWorks),서울특별시 강남구 언주로,11,680,101,722000,응용 소프트웨어 개발 및 공급업,10,2453520,0,0
비엔씨주식회사,서울특별시 강남구 영동대로,11,680,104,729000,기타 정보 기술 및 컴퓨터 운영 관련 서비스업,3,375300,0,0
주식회사티원포아이씨티,전라남도 목포시 석현로,46,110,160,721000,컴퓨터 시스템 통합 자문 및 구축 서비스업,9,2660920,0,0
（주）에이치디엑스윌,서울특별시 종로구 인사동5길,11,110,136,722000,응용 소프트웨어 개발 및 공급업,48,18991800,0,3
주식회사 엔피씨시스템,경기도 성남시 수정구 창업로,41,131,115,721000,컴퓨터 시스템 통합 자문 및 구축 서비스업,11,4400700,0,0
그린유즈(주),서울특별시 강북구 도봉로,11,305,101,722000,응용 소프트웨어 개발 및 공급업,6,1687840,0,0
주식회사루다시스(RUDASYS. Ltd.),인천광역시 연수구 갯벌로,28,185,106,722000,응용 소프트웨어 개발 및 공급업,23,5808080,2,2
주식회사누이엔지아이티,서울특별시 금천구 가산디지털1로,11,545,101,722000,응용 소프트웨어 개발 및 공급업,3,815740,0,0
(주)네이쳐 엔지니어링,충청북도 청주시 흥덕구 강내면 태성탑연로,43,113,310,729000,기타 정보 기술 및 컴퓨터 운영 관련 서비스업,8,1570460,0,0
에스시티주식회사,세종특별자치시  조치원읍 세종로,36,110,250,722000,응용 소프트웨어 개발 및 공급업,6,1230820,1,0
에이비제트 주식회사,서울특별시 서초구 강남대로,11,650,108,724000,데이터베이스 및 온라인 정보 제공업,16,5128280,0,0
(주)엠브이픽,부산광역시 수영구 수영로642번길,26,500,104,722000,응용 소프트웨어 개발 및 공급업,18,4358640,0,0
주식회사 프리그로우,부산광역시 동구 중앙대로,26,170,101,722000,응용 소프트웨어 개발 및 공급업,13,3616360,0,0
핀브릿지주식회사,서울특별시 마포구 토정로,11,440,105,724000,데이터베이스 및 온라인 정보 제공업,4,1466180,0,0
주식회사테크돔,경기도 하남시 신우실로,41,450,115,722000,응용 소프트웨어 개발 및 공급업,20,7584060,0,0
(주)기창큐브,서울특별시 금천구 가산디지털1로,11,545,101,724000,데이터베이스 및 온라인 정보 제공업,6,1383820,1,0
디아이큐브주식회사,경기도 성남시 수정구 헌릉로,41,131,108,721000,컴퓨터 시스템 통합 자문 및 구축 서비스업,0,0,0,1
케이포시큐리티 주식회사,서울특별시 구로구 디지털로,11,530,102,722000,응용 소프트웨어 개발 및 공급업,13,3674580,0,0
주식회사에이오엔,서울특별시 영등포구 경인로,11,560,121,722000,응용 소프트웨어 개발 및 공급업,0,0,0,0
주식회사저스트큐,서울특별시 송파구 오금로15길,11,710,111,722000,응용 소프트웨어 개발 및 공급업,7,2225040,0,0
주식회사헬로에이티투,서울특별시 성동구 연무장7길,11,200,115,722000,응용 소프트웨어 개발 및 공급업,34,10306420,1,1
(주)웨이텍,서울특별시 구로구 디지털로30길,11,530,102,722000,응용 소프트웨어 개발 및 공급업,12,4852580,0,0
주식회사 미래엔피아,인천광역시 서구 정서진로,28,260,119,722000,응용 소프트웨어 개발 및 공급업,3,536040,0,0
주식회사하품리빙랩,서울특별시 서초구 반포대로22길,11,650,108,722000,응용 소프트웨어 개발 및 공급업,3,1643120,0,0
주식회사아사부,경기도 하남시 미사강변서로,41,450,110,722000,응용 소프트웨어 개발 및 공급업,3,224620,0,3
주식회사 보엠에프앤비,경기도 양주시 부흥로,41,630,101,722000,응용 소프트웨어 개발 및 공급업,3,810000,2,0
(주)프로마이스,부산광역시 해운대구 송정광어골로82번길,26,350,108,722000,응용 소프트웨어 개발 및 공급업,10,2687160,0,0
주식회사 씨앤에이아이,서울특별시 강동구 고덕비즈밸리로,11,740,102,722000,응용 소프트웨어 개발 및 공급업,14,4572940,0,0
(주)이니랩스,경기도 성남시 분당구 판교역로192번길,41,135,109,724000,데이터베이스 및 온라인 정보 제공업,10,3956280,0,0
주식회사제이에스디소프트,경기도 양주시 화합로1710번길,41,630,114,722000,응용 소프트웨어 개발 및 공급업,7,2132980,0,0
주식회사 더팀엔터테인먼트,서울특별시 마포구 매봉산로,11,440,127,722000,응용 소프트웨어 개발 및 공급업,7,2051420,0,0
주식회사 만하임,서울특별시 광진구 자양강변길,11,215,105,722005,컴퓨터 프로그래밍 서비스업,5,1523700,0,0
주식회사 리에이블,서울특별시 금천구 디지털로,11,545,101,722000,응용 소프트웨어 개발 및 공급업,7,1874480,0,2
주식회사아코파이,경기도 양주시 광적면 부흥로,41,630,330,722000,응용 소프트웨어 개발 및 공급업,3,995480,0,0
사이클롭스 주식회사,서울특별시 강남구 강남대로124길,11,680,108,724000,데이터베이스 및 온라인 정보 제공업,4,486340,0,0
에프원테크시스템즈주식회사,서울특별시 금천구 가산디지털2로,11,545,101,722000,응용 소프트웨어 개발 및 공급업,31,9757620,0,0
주식회사 웨이브릿지,서울특별시 중구 서소문로,11,140,171,722000,응용 소프트웨어 개발 및 공급업,53,23600740,2,3
주식회사위라이드,서울특별시 중구 청계천로,11,140,102,722005,컴퓨터 프로그래밍 서비스업,13,2236220,1,0
주식회사에인(AINCo. Ltd),서울특별시 성동구 아차산로,11,200,114,722000,응용 소프트웨어 개발 및 공급업,18,5590580,3,2
주식회사엘시디엔에스,서울특별시 금천구 범안로,11,545,101,722000,응용 소프트웨어 개발 및 공급업,4,1098060,0,0
주식회사에잇핀(8PINco. Ltd.),경기도 성남시 수정구 달래내로,41,131,115,722004,시스템 소프트웨어 개발 및 공급업,10,3039820,0,0
(주)뉴젠코메스,경기도 성남시 분당구 정자일로,41,135,103,722000,응용 소프트웨어 개발 및 공급업,3,1334320,0,0
주식회사플러스위즈덤,서울특별시 마포구 토정로37길,11,440,109,724000,데이터베이스 및 온라인 정보 제공업,5,1159180,0,0
주식회사 트이다,서울특별시 강남구 역삼로,11,680,101,722000,응용 소프트웨어 개발 및 공급업,14,5226520,0,0
주식회사 위드데이터(WithData Inc),서울특별시 관악구 신림로,11,620,102,722000,응용 소프트웨어 개발 및 공급업,3,973700,0,0
주식회사카를로,경기도 수원시 영통구 광교중앙로248번길,41,117,104,722000,응용 소프트웨어 개발 및 공급업,15,4956200,1,0
(주)위니드소프트,세종특별자치시  가름로,36,110,110,722000,응용 소프트웨어 개발 및 공급업,6,2026700,1,1
주식회사더스팟,서울특별시 성북구 개운사2길,11,290,125,722000,응용 소프트웨어 개발 및 공급업,6,1954500,1,0
인플랩주식회사,경상북도 김천시 혁신로,47,150,120,722000,응용 소프트웨어 개발 및 공급업,44,11595240,2,2
(주)베데스다소프트,서울특별시 금천구 가산디지털1로,11,545,101,722000,응용 소프트웨어 개발 및 공급업,29,8671560,1,0
주식회사 시스트란,대전광역시 서구 둔산중로,30,170,106,722000,응용 소프트웨어 개발 및 공급업,12,4359460,0,1
뉴스워치주식회사,서울특별시 영등포구 여의대방로65길,11,560,110,724000,데이터베이스 및 온라인 정보 제공업,4,1228580,0,0
주식회사넥스트에디션,서울특별시 마포구 마포대로,11,440,102,722000,응용 소프트웨어 개발 및 공급업,27,9379700,1,0
(주)한국아이씨티접근성연구센터,서울특별시 금천구 가산디지털1로,11,545,101,722000,응용 소프트웨어 개발 및 공급업,4,1213820,0,0
주식회사교육나무,서울특별시 마포구 동교로23길,11,440,124,724000,데이터베이스 및 온라인 정보 제공업,9,1871600,1,0
주식회사베네씨엘(BeneCL),경기도 고양시 일산동구 백마로,41,285,104,722000,응용 소프트웨어 개발 및 공급업,5,1655900,0,0
에이지아이티 주식회사,경기도 고양시 덕양구 무원로,41,281,128,724000,데이터베이스 및 온라인 정보 제공업,6,1699280,0,0
테이크파이브스튜디오스주식회사,인천광역시 연수구 컨벤시아대로,28,185,106,722000,응용 소프트웨어 개발 및 공급업,43,19006140,0,1
테크솔루션,서울특별시 송파구 충민로,11,710,108,722000,응용 소프트웨어 개발 및 공급업,17,3530180,1,2
주식회사데브툴즈,경기도 안양시 동안구 시민대로,41,173,102,722000,응용 소프트웨어 개발 및 공급업,7,2758920,0,0
